Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3251628647,ROLL'D MACARTHUR SQUARE,Campbelltown City Council,23/02/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,19/02/2023,2023,2,"SHOP UE24, 200 GILCHRIST DRIVE  Campbelltown 2560",2560,880,Campbelltown
3251628656,BENGONG MAISON BAKERY,Campbelltown City Council,23/02/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,19/02/2023,2023,2,"SHOP C051A, 200 GILCHRIST DRIVE  Campbelltown 2560",2560,880,Campbelltown
7682118218,MATAAM AL MANDI,Canterbury Bankstown Council,26/02/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,22/02/2023,2023,2,"SHOP 4, 767-769 PUNCHBOWL ROAD  PUNCHBOWL 2196",2196,880,Canterbury-Bankstown
7682118227,MATAAM AL MANDI,Canterbury Bankstown Council,26/02/2023,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,22/02/2023,2023,2,"SHOP 4, 767-769 PUNCHBOWL ROAD  PUNCHBOWL 2196",2196,880,Canterbury-Bankstown
7682118236,MATAAM AL MANDI,Canterbury Bankstown Council,26/02/2023,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,22/02/2023,2023,2,"SHOP 4, 767-769 PUNCHBOWL ROAD  PUNCHBOWL 2196",2196,880,Canterbury-Bankstown
3241401819,KEBAB AND CURRY HOUSE,Gunnedah Shire Council,6/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,2/03/2023,2023,3,215-217 CONADILLY STREET  GUNNEDAH 2380,2380,440,Gunnedah
3149855830,THE TATTERSALLS HOTEL,Narrabri Shire Council,13/03/2023,"Handle food intended for sale in a manner that will render, or is likely to render, the food unsafe",11317,Handle food in manner likely to render it unsafe - Corporation,9/03/2023,2023,3,84 MAITLAND STREET  NARRABRI 2390,2390,1540,Narrabri
3149855840,TATTERSALLS HOTEL,Narrabri Shire Council,13/03/2023,"Sale of food that has been handled in a manner that will render, or is likely to render, the food unsafe",11317,Handle food in manner likely to render it unsafe - Corporation,9/03/2023,2023,3,84 MAITLAND STREET  NARRABRI 2390,2390,1540,Narrabri
3149855859,THE TATTERSALLS HOTEL,Narrabri Shire Council,13/03/2023,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warning given,23091,Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,9/03/2023,2023,3,84 MAITLAND STREET  NARRABRI 2390,2390,660,Narrabri
3120319337,BAKERS DELIGHT,Blacktown City Council,23/03/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,19/03/2023,2023,3,2 SENTRY DRIVE  STANHOPE GARDENS 2768,2768,880,Blacktown
3120319346,JUST CAKES,Blacktown City Council,23/03/2023,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,19/03/2023,2023,3,2 SENTRY DRIVE  STANHOPE GARDENS 2768,2768,880,Blacktown
3218576159,VEGGIE BOX,North Sydney Council,23/03/2023,Fail to store potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,19/03/2023,2023,3,101 MILLER STREET  NORTH SYDNEY 2060,2060,880,North Sydney
3120321079,BAKERS CHOICE,Blacktown City Council,2/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,29/03/2023,2023,3,159 ROOTY HILL ROAD  EASTERN CREEK 2766,2766,880,Blacktown
7682202808,DESI PAIKARI BAZAR HALDON STREET,Canterbury Bankstown Council,17/04/2023,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",11339,Fail to comply with Food Standards Code - Corporation,13/04/2023,2023,4,70 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7682202862,KINX CAFE,Canterbury Bankstown Council,23/04/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,19/04/2023,2023,4,"SHOP 3, 432 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
7682202871,KINX CAFE,Canterbury Bankstown Council,23/04/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,19/04/2023,2023,4,"SHOP 3, 432 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
3120323077,PHO PASTEUR WESTPOINT,Blacktown City Council,28/05/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,24/05/2023,2023,5,17 PATRICK STREET  BLACKTOWN 2148,2148,880,Blacktown
3120323086,PHO PASTEUR WESTPOINT,Blacktown City Council,28/05/2023,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,24/05/2023,2023,5,17 PATRICK STREET  BLACKTOWN 2148,2148,880,Blacktown
7681476321,ROYAL TREASURE SEAFOOD RESTAURANT,Burwood Council,23/05/2022,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,20/05/2022,2022,5,"SHOP 16, LEVEL 2, 27-31 BELMORE STREET  BURWOOD 2134",2134,880,Burwood
7681476330,ROYAL TREASURE SEAFOOD RESTAURANT,Burwood Council,23/05/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,20/05/2022,2022,5,"SHOP 16, LVEVEL 2, 27-31 BELMORE STREET  BURWOOD 2134",2134,880,Burwood
7681410056,CHARCOAL FISH BURWOOD,Burwood Council,27/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,24/05/2022,2022,5,242 BURWOOD ROAD  BURWOOD 2134,2134,880,Burwood
3249450371,STRANDELLO,Burwood Council,29/07/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,26/07/2022,2022,7,13 THE STRAND  CROYDON 2132,2132,880,Burwood
3249450380,STRANDELLO,Burwood Council,29/07/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,26/07/2022,2022,7,13 THE STRAND  CROYDON 2132,2132,880,Burwood
3235801810,TAKA SUSHI,Sutherland Shire Council,30/09/2022,"Fail to, when processing food, use a process step that is reasonably known to achieve the microbiological safety of the food",11339,Fail to comply with Food Standards Code - Corporation,27/09/2022,2022,9,"SHOP 2006, LEVEL 2, 600 KINGSWAY  MIRANDA 2228",2228,880,Sutherland
3235211248,SEVEN THREE SPECIALTY COFFEE,Inner West Council,21/10/2022,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warning given",11339,Fail to comply with Food Standards Code - Corporation,18/10/2022,2022,10,128 ADDISON ROAD  MARRICKVILLE 2204,2204,880,Inner West
3235211257,SEVEN THREE SPECIALTY COFFEE,Inner West Council,21/10/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,18/10/2022,2022,10,128 ADDISON ROAD  MARRICKVILLE 2204,2204,880,Inner West
3150629168,MASTER ROLLS - GRAB A FRESH BITE,Hornsby Shire Council,27/10/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,24/10/2022,2022,10,"SHOP K102, 236 PACIFIC HIGHWAY  HORNSBY 2077",2077,880,Hornsby
3120319007,GLORIA JEANS BLACKTOWN,Blacktown City Council,31/10/2022,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,28/10/2022,2022,10,69 HOLBECHE ROAD  BLACKTOWN 2148,2148,880,Blacktown
7681742458,LIMNOS FISHMARKET BELMORE,Canterbury Bankstown Council,31/10/2022,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,28/10/2022,2022,10,395 BURWOOD ROAD  BELMORE 2192,2192,880,Canterbury-Bankstown
7681742467,LIMNOS FISHMARKET BELMORE,Canterbury Bankstown Council,31/10/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,28/10/2022,2022,10,395 BURWOOD ROAD  BELMORE 2192,2192,880,Canterbury-Bankstown
7681742476,LIMNOS FISHMARKET BELMORE,Canterbury Bankstown Council,31/10/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,28/10/2022,2022,10,395 BURWOOD ROAD  BELMORE 2192,2192,880,Canterbury-Bankstown
7681918229,BACDOOSAN BBQ RESTAURANT,Canterbury Bankstown Council,16/11/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,13/11/2022,2022,11,115 CLISSOLD PARADE  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7681918238,PHOMOM,Canterbury Bankstown Council,16/11/2022,Fail to store potentially hazardous food under temperature control,11338,Fail to comply with Food Standards Code - Individual,13/11/2022,2022,11,259 CANTERBURY ROAD  CANTERBURY 2193,2193,440,Canterbury-Bankstown
7681918247,PHOMOM,Canterbury Bankstown Council,16/11/2022,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",11338,Fail to comply with Food Standards Code - Individual,13/11/2022,2022,11,259 CANTERBURY ROAD  CANTERBURY 2193,2193,440,Canterbury-Bankstown
7681918256,PHOMOM,Canterbury Bankstown Council,16/11/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels,11338,Fail to comply with Food Standards Code - Individual,13/11/2022,2022,11,259 CANTERBURY ROAD  CANTERBURY 2193,2193,440,Canterbury-Bankstown
7681918265,PHOMOM,Canterbury Bankstown Council,16/11/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11338,Fail to comply with Food Standards Code - Individual,13/11/2022,2022,11,259 CANTERBURY ROAD  CANTERBURY 2193,2193,440,Canterbury-Bankstown
7681918283,MAFI METLO,Canterbury Bankstown Council,23/11/2022,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warnings given,23085,Not appoint food safety supervisor for premises - Corporation,20/11/2022,2022,11,"SHOP 5, 753 HUME HIGHWAY  BASS HILL 2197",2197,660,Canterbury-Bankstown
7681918301,MAFI METLO,Canterbury Bankstown Council,23/11/2022,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,20/11/2022,2022,11,"SHOP 5, 753 HUME HIGHWAY  BASS HILL 2197",2197,880,Canterbury-Bankstown
7681918320,MAFI METLO,Canterbury Bankstown Council,23/11/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,20/11/2022,2022,11,"SHOP 5, 753 HUME HIGHWAY  BASS HILL 2197",2197,880,Canterbury-Bankstown
7682030400,THE CREZENT,Canterbury Bankstown Council,1/02/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,29/01/2023,2023,1,10/78 HARLEY CRESCENT  CONDELL PARK 2200,2200,440,Canterbury-Bankstown
7682030410,THE CREZENT EATERY,Canterbury Bankstown Council,1/02/2023,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,29/01/2023,2023,1,"10, 78 HARLEY CRESCENT  CONDELL PARK 2200",2200,440,Canterbury-Bankstown
3235802341,THE GROCERY STORE,Sutherland Shire Council,9/02/2023,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,6/02/2023,2023,2,"SHOP 2078, 600 KINGSWAY  MIRANDA 2228",2228,880,Sutherland
7682118171,YAYA BAKERS,Canterbury Bankstown Council,15/02/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,12/02/2023,2023,2,"SHOP 3, 522 HUME HIGHWAY  YAGOONA 2199",2199,440,Canterbury-Bankstown
7682118180,YAYA BAKERS,Canterbury Bankstown Council,15/02/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,12/02/2023,2023,2,"SHOP 3, 522 HUME HIGHWAY  YAGOONA 2199",2199,440,Canterbury-Bankstown
7682118190,YAYA BAKERS,Canterbury Bankstown Council,15/02/2023,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,12/02/2023,2023,2,"SHOP 3, 522 HUME HIGHWAY  YAGOONA 2199",2199,440,Canterbury-Bankstown
3240101801,SRI LAKSHMI SUPERMARKET,Cumberland City Council,16/03/2023,Fail to comply with a prohibition order - previous warning given,11359,Fail to comply with a prohibition order - Corporation,13/03/2023,2023,3,86-96 STATION STREET  WENTWORTHVILLE 2145,2145,1540,Cumberland
7682118501,MATAAM AL ARABI PUNCHBOWL,Canterbury Bankstown Council,16/03/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,13/03/2023,2023,3,17-19 SOUTH TERRACE  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
7682202514,MATAAM AL ARABI PUNCHBOWL,Canterbury Bankstown Council,16/03/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,13/03/2023,2023,3,17-19 SOUTH TERRACE  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
7682202523,MATAAM AL ARABI PUNCHBOWL,Canterbury Bankstown Council,16/03/2023,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,13/03/2023,2023,3,17-19 SOUTH TERRACE  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
7682202532,MATAAM AL ARABI PUNCHBOWL,Canterbury Bankstown Council,16/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,13/03/2023,2023,3,17-19 SOUTH TERRACE  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
3120319373,WONDER SUSHI,Blacktown City Council,23/03/2023,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,20/03/2023,2023,3,33 RIVERBANK DRIVE  THE PONDS 2769,2769,440,Blacktown
7682202541,THE DHANSIRI RESTORIA,Canterbury Bankstown Council,26/03/2023,Fail to comply with a prohibition order,11359,Fail to comply with a prohibition order - Corporation,23/03/2023,2023,3,51 RAILWAY PARADE  LAKEMBA 2195,2195,1540,Canterbury-Bankstown
3231984690,MICHEL'S RAYMOND TERRACE,Port Stephens Council,2/04/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,30/03/2023,2023,3,39 PORT STEPHENS STREET  RAYMOND TERRACE 2324,2324,880,Port Stephens
3120322994,LALOR THAI,Blacktown City Council,14/05/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,11/05/2023,2023,5,36 JOHNSON AVENUE  LALOR PARK 2147,2147,440,Blacktown
3120323003,LALOR THAI,Blacktown City Council,14/05/2023,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,11/05/2023,2023,5,36 JOHNSON AVENUE  LALOR PARK 2147,2147,440,Blacktown
3206053611,PRASADI STORE,Camden Council,11/05/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,9/05/2022,2022,5,"SHOP 8, 2-4 MAIN STREET  MOUNT ANNAN 2567",2567,880,Camden
3206053620,PRASADI STORE,Camden Council,11/05/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,9/05/2022,2022,5,"SHOP 8, 2-4 MAIN STREET  MOUNT ANNAN 2567",2567,880,Camden
3206053630,PRASADI STORE,Camden Council,11/05/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,9/05/2022,2022,5,"SHOP 8, 2-4 MAIN STREET  MOUNT ANNAN 2567",2567,880,Camden
7680978250,GYRADIKO EARLWOOD,Canterbury Bankstown Council,9/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,7/06/2022,2022,6,156 WILLIAM STREET  EARLWOOD 2206,2206,880,Canterbury-Bankstown
7680978260,GYRADIKO EARLWOOD,Canterbury Bankstown Council,9/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,7/06/2022,2022,6,156 WILLIAM STREET  EARLWOOD 2206,2206,880,Canterbury-Bankstown
7680978279,GYRADIKO EARLWOOD,Canterbury Bankstown Council,9/06/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,7/06/2022,2022,6,156 WILLIAM STREET  EARLWOOD 2206,2206,880,Canterbury-Bankstown
7680978288,GYRADIKO EARLWOOD,Canterbury Bankstown Council,9/06/2022,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warnings given,23091,Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,7/06/2022,2022,6,156 WILLIAM STREET  EARLWOOD 2206,2206,660,Canterbury-Bankstown
3245962051,FIESTA FILIPINO,Georges River Council,17/06/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,15/06/2022,2022,6,9 REGENT STREET  KOGARAH 2217,2217,880,Georges River
3245962060,FIESTA FILIPINO,Georges River Council,17/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,15/06/2022,2022,6,9 REGENT STREET  KOGARAH 2217,2217,880,Georges River
3245962070,FIESTA FILIPINO,Georges River Council,17/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,15/06/2022,2022,6,9 REGENT STREET  KOGARAH 2217,2217,880,Georges River
3249430800,MY CHINESE KITCHEN,Burwood Council,22/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,20/06/2022,2022,6,"SHOP 2, 195A BURWOOD ROAD  BURWOOD 2134",2134,440,Burwood
3245979074,GHUMTI KITCHEN,Georges River Council,30/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,28/06/2022,2022,6,"SHOP 1, 474 RAILWAY PARADE  ALLAWAH 2218",2218,880,Georges River
3244117370,PICTON HOTEL,Wollondilly Shire Council,11/08/2022,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warning given",11339,Fail to comply with Food Standards Code - Corporation,9/08/2022,2022,8,123-133 ARGYLE STREET  PICTON 2571,2571,880,Wollondilly
7681091954,CAFE NGAN,Canterbury Bankstown Council,2/09/2022,Fail to take all practicable measures to ensure it only accepts food that is protected from contamination - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,31/08/2022,2022,8,"SHOP 1, 300 CHAPEL ROAD  BANKSTOWN 2200",2200,440,Canterbury-Bankstown
7681091963,NUMBER 1 SUPERMARKET,Canterbury Bankstown Council,2/09/2022,Fail to take all practicable measures to ensure it only accepts food that is protected from contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,31/08/2022,2022,8,32 BANKSTOWN CITY PLAZA  BANKSTOWN 2200,2200,880,Canterbury-Bankstown
3249514007,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3249514016,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3249514025,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3249514034,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3249514043,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3249514052,MAMI U MAMI KOREAN AND AUSSIE BISTRO,Burwood Council,28/09/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,26/09/2022,2022,9,27-33 EVERTON ROAD  STRATHFIELD 2135,2135,880,Burwood
3235211201,THREE SPECIALTY COFFEE,Inner West Council,29/09/2022,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,27/09/2022,2022,9,128 ADDISON ROAD  MARRICKVILLE 2204,2204,880,Inner West
3235211210,THREE SPECIALTY COFFEE,Inner West Council,29/09/2022,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,27/09/2022,2022,9,128 ADDISON ROAD  MARRICKVILLE 2204,2204,880,Inner West
7681742402,CAFE DIBI,Canterbury Bankstown Council,14/10/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP K7, 1 NORTH TERRACE  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
7681742411,CAFE DIBI,Canterbury Bankstown Council,14/10/2022,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,12/10/2022,2022,10,"SHOP K7, 1 NORTH TERRACE  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
7681918100,MATAAM AL MANDI,Canterbury Bankstown Council,4/11/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,20-30 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681918119,MATAAM AL MANDI,Canterbury Bankstown Council,4/11/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,28-30 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681918137,MANCINI'S ,Canterbury Bankstown Council,4/11/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,21 BURWOOD ROAD  BELFIELD 2191,2191,880,Canterbury-Bankstown
7681918146,MANCINI'S,Canterbury Bankstown Council,4/11/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,21 BURWOOD ROAD  BELFIELD 2191,2191,880,Burwood
3245709217,DINER EXPRESS,Bayside Council,24/11/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,22/11/2022,2022,11,15/5 BRODIE SPARK DRIVE  WOLLI CREEK 2205,2205,880,Bayside
3218576067,THE WOODEN WHISK,North Sydney Council,7/12/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,5/12/2022,2022,12,"SHOP 7 & 8, 38-46 ALBANY STREET  ST LEONARDS 2065",2065,880,North Sydney
3211700672,GOLDEN LOTUS MODERN VIETNAMESE RESTAURANT,Campbelltown City Council,11/01/2023,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,9/01/2023,2023,1,"SHOP C033, MACARTHUR SQUARE  Campbelltown 2560",2560,880,Campbelltown
7682118080,SPRING GARDEN RESTAURANT,Canterbury Bankstown Council,9/02/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,107 DENMAN ROAD  GEORGES HALL 2198,2198,880,Canterbury-Bankstown
7682118099,SPRING GARDEN RESTAURANT,Canterbury Bankstown Council,9/02/2023,Fail to maintain at or near each hand washing facility a supply of - single use towels,11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,107 DENMAN ROAD  GEORGES HALL 2198,2198,880,Canterbury-Bankstown
7682118108,SPRING GARDEN RESTAURANT,Canterbury Bankstown Council,9/02/2023,Fail to maintain at or near each hand washing facility a supply of - soap,11339,Fail to comply with Food Standards Code - Corporation,7/02/2023,2023,2,107 DENMAN ROAD  GEORGES HALL 2198,2198,880,Canterbury-Bankstown
3240101756,BRENDA'S BAKERY AND CAKES SHOP,Cumberland City Council,15/02/2023,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warning given,11338,Fail to comply with Food Standards Code - Individual,13/02/2023,2023,2,44 AURELIA STREET  TOONGABBIE 2146,2146,440,Cumberland
3182961468,SHUSHIRU,Liverpool City Council,2/03/2023,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,28/02/2023,2023,2,"KIOSK 1, 5 VISCOUNT PLACE  WARWICK FARM 2170",2170,880,Liverpool
7682118281,DRIP ESPRESSO,Canterbury Bankstown Council,2/03/2023,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,28/02/2023,2023,2,858 HUME HIGHWAY  BASS HILL 2197,2197,880,Canterbury-Bankstown
7682118290,DRIP ESPRESSO,Canterbury Bankstown Council,2/03/2023,"Fail to ensure fixtures, fittings and equipment is adequate for the production of safe and suitable food - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,28/02/2023,2023,2,858 HUME HIGHWAY  BASS HILL 2197,2197,880,Canterbury-Bankstown
3120319254,GLORIA JEANS BLACKTOWN,Blacktown City Council,22/03/2023,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,20/03/2023,2023,3,69 HOLBECHE ROAD  BLACKTOWN 2150,2150,880,Blacktown
3120319391,XS EXPRESSO PLUMPTON,Blacktown City Council,23/03/2023,"Fail to maintain the premises, all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,21/03/2023,2023,3,260 JERSEY ROAD  PLUMPTON 2761,2761,880,Blacktown
3120319400,MARAR INDIAN CUISINE,Blacktown City Council,23/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,21/03/2023,2023,3,260 JERSEY ROAD  PLUMPTON 2761,2761,880,Blacktown
